Gender,X,Y,Z,Output
f,11,35,31,6
f,10,31,34,6
f,10,31,31,6
f,11,31,31,6
f,9,34,33,6
f,10,34,31,6
f,13,33,31,6
f,12,32,31,6
f,12,32,31,6
f,10,32,31,6
f,10,29,30,6
f,8,31,29,6
f,10,32,28,6
f,13,34,28,6
f,15,33,30,6
f,16,31,32,6
f,12,33,32,6
f,12,36,34,6
f,15,36,34,6
f,12,36,31,6
f,14,34,31,6
f,15,32,30,6
f,14,34,29,6
f,13,35,29,6
f,11,34,31,6
f,9,35,28,6
f,11,32,29,6
f,10,32,29,6
f,11,33,29,6
f,12,33,30,6
f,12,31,30,6
f,11,32,31,6
f,9,29,32,6
f,11,31,32,6
f,11,30,34,6
f,11,28,33,6
f,11,27,33,6
f,10,27,34,6
f,11,28,35,6
f,11,28,35,6
f,12,28,35,6
f,13,26,37,6
f,14,28,37,6
f,14,27,34,6
f,14,27,35,6
f,14,25,36,6
f,14,27,36,6
f,15,27,32,6
f,16,26,33,6
f,15,27,34,6
f,15,27,36,6
f,15,26,36,6
f,15,25,37,6
f,13,27,38,6
f,14,29,37,6
f,13,27,38,6
f,13,27,38,6
f,12,28,39,6
f,11,29,39,6
f,13,29,38,6
f,15,31,39,6
f,12,31,38,6
f,12,31,37,6
f,11,31,37,6
f,11,32,39,6
f,13,31,38,6
f,14,32,39,6
f,13,31,39,6
f,13,32,39,6
f,13,33,38,6
f,11,32,39,6
f,11,32,38,6
f,12,34,37,6
f,12,32,39,6
f,12,32,37,6
f,12,32,38,6
f,12,33,38,6
f,12,32,37,6
f,12,31,38,6
f,13,31,38,6
f,13,30,37,6
f,13,30,37,6
f,13,30,39,6
f,13,30,39,6
f,13,32,39,6
f,12,33,39,6
f,11,31,37,6
f,11,31,37,6
f,14,32,37,6
f,12,32,37,6
f,13,32,38,6
f,13,31,37,6
f,13,32,38,6
f,12,31,37,6
f,12,33,38,6
f,13,31,39,6
f,12,31,39,6
f,14,31,40,6
f,13,30,39,6
f,13,31,40,6
f,13,32,39,6
f,13,33,38,6
f,12,32,38,6
f,14,33,38,6
f,13,32,37,6
f,13,34,37,6
f,13,33,38,6
f,12,35,37,6
f,13,36,38,6
f,13,34,38,6
f,12,34,38,6
f,12,36,37,6
f,12,37,36,6
f,12,35,38,6
f,13,35,37,6
f,13,35,38,6
f,12,36,38,6
f,13,38,38,6
f,13,37,37,6
f,13,37,38,6
f,13,36,38,6
f,12,36,37,6
f,12,37,38,6
f,13,37,38,6
f,12,35,36,6
f,13,35,38,6
f,13,36,37,6
f,12,38,36,6
f,13,36,36,6
f,13,35,36,6
f,13,36,37,6
f,13,35,36,6
f,12,36,36,6
f,12,37,37,6
f,13,35,37,6
f,13,35,37,6
f,12,35,37,6
f,13,37,37,6
f,13,36,37,6
f,12,35,37,6
f,12,36,38,6
f,13,35,38,6
f,13,36,37,6
f,14,36,37,6
f,12,38,37,6
f,13,36,38,6
f,13,37,36,6
f,13,36,37,6
f,12,35,38,6
f,13,34,37,6
f,12,35,37,6
f,14,35,37,6
f,13,34,37,6
f,14,33,37,6
f,13,34,36,6
f,13,35,36,6
f,13,36,36,6
f,13,36,36,6
f,13,34,36,6
f,11,37,37,6
f,12,36,37,6
f,12,36,36,6
f,12,37,37,6
f,13,36,36,6
f,13,35,37,6
f,12,35,36,6
f,12,36,36,6
f,12,36,36,6
f,13,36,35,6
f,11,36,36,6
f,12,36,36,6
f,12,37,36,6
f,12,36,36,6
f,13,35,35,6
f,13,36,38,6
f,13,35,35,6
f,12,37,36,6
f,12,34,37,6
f,13,37,36,6
f,13,35,35,6
f,13,35,36,6
f,13,38,35,6
f,13,38,36,6
f,13,38,36,6
f,13,40,36,6
f,13,41,37,6
f,13,38,35,6
f,14,36,35,6
f,13,36,35,6
f,12,36,35,6
f,13,36,35,6
f,12,36,35,6
f,13,35,35,6
f,13,35,36,6
f,12,35,36,6
f,11,35,35,6
f,13,36,36,6
f,12,36,35,6
f,12,36,35,6
f,12,36,35,6
f,13,37,35,6
f,12,37,36,6
f,13,38,35,6
f,12,39,35,6
f,13,39,36,6
f,13,38,35,6
f,12,38,36,6
f,11,37,36,6
f,11,37,36,6
f,12,36,35,6
f,12,37,36,6
f,12,37,36,6
f,12,37,36,6
f,13,35,35,6
f,12,37,34,6
f,11,36,36,6
f,12,35,36,6
f,12,35,35,6
f,13,37,35,6
f,13,36,34,6
f,12,35,35,6
f,12,38,36,6
f,13,35,36,6
f,13,36,36,6
f,13,37,35,6
f,13,37,34,6
f,12,37,36,6
f,13,36,35,6
f,13,38,35,6
f,12,35,36,6
f,12,36,36,6
f,13,36,36,6
f,12,38,34,6
f,11,36,36,6
f,12,36,35,6
f,13,36,36,6
f,12,37,35,6
f,11,36,36,6
f,12,37,35,6
f,13,36,35,6
f,12,36,34,6
f,12,36,35,6
f,12,38,36,6
f,13,38,36,6
f,13,38,35,6
f,12,37,35,6
f,13,38,36,6
f,13,37,35,6
f,13,37,35,6
f,12,38,36,6
f,12,36,35,6
f,13,37,35,6
f,13,36,35,6
f,12,37,35,6
f,12,35,35,6
f,12,37,34,6
f,13,36,35,6
f,12,36,35,6
f,13,36,34,6
f,11,36,35,6
f,12,37,36,6
f,13,36,35,6
f,13,38,36,6
f,13,38,35,6
f,13,36,35,6
f,13,36,35,6
f,12,37,36,6
f,12,37,37,6
f,12,38,35,6
f,12,37,35,6
f,13,36,35,6
f,13,38,35,6
f,13,37,36,6
f,13,37,35,6
f,13,38,34,6
f,12,37,36,6
f,13,36,36,6
f,13,37,35,6
f,12,37,35,6
f,13,37,35,6
f,13,37,35,6
f,12,36,36,6
f,12,37,35,6
f,11,37,35,6
f,13,37,34,6
f,12,37,35,6
f,12,38,35,6
f,11,37,36,6
f,12,39,35,6
f,11,38,35,6
f,12,38,36,6
f,12,37,35,6
f,13,38,35,6
f,12,37,35,6
f,13,36,35,6
f,13,36,35,6
f,12,37,36,6
f,12,35,35,6
f,11,37,36,6
f,13,37,35,6
f,13,36,35,6
f,13,37,34,6
f,13,36,35,6
f,12,39,36,6
f,12,36,35,6
f,13,37,35,6
f,12,38,35,6
f,12,37,36,6
m,39,36,40,6
m,35,39,52,6
m,35,33,32,6
m,39,35,33,6
m,39,35,33,6
m,39,36,38,6
m,36,39,53,6
m,36,39,53,6
m,36,38,51,6
m,36,38,52,6
m,35,37,53,6
m,37,41,53,6
m,37,40,52,6
m,38,41,50,6
m,37,41,50,6
m,36,41,51,6
m,35,41,53,6
m,35,39,53,6
m,37,39,51,6
m,36,38,50,6
m,35,40,51,6
m,35,41,52,6
m,36,40,52,6
m,36,40,51,6
m,35,41,51,6
m,36,40,51,6
m,36,39,52,6
m,36,40,52,6
m,35,40,51,6
m,35,40,52,6
m,36,38,51,6
m,35,39,52,6
m,36,40,52,6
m,36,40,51,6
m,36,41,53,6
m,35,39,52,6
m,36,39,52,6
m,37,39,52,6
m,36,41,51,6
m,35,40,52,6
m,36,40,51,6
m,36,41,51,6
m,36,41,51,6
m,35,39,53,6
m,36,40,52,6
m,36,40,51,6
m,36,42,52,6
m,35,39,51,6
m,36,39,52,6
m,35,39,52,6
m,36,39,51,6
m,35,40,53,6
m,36,40,52,6
m,36,39,51,6
m,35,40,52,6
m,36,41,51,6
m,36,39,52,6
m,36,39,52,6
m,37,40,52,6
m,36,40,52,6
m,36,40,52,6
m,35,38,52,6
m,36,39,53,6
m,36,39,51,6
m,35,40,52,6
m,35,40,51,6
m,35,40,52,6
m,36,38,52,6
m,37,39,52,6
m,36,39,52,6
m,36,40,52,6
m,37,40,51,6
m,37,39,52,6
m,36,40,52,6
m,37,40,52,6
m,37,41,51,6
m,37,40,52,6
m,35,41,51,6
m,37,39,51,6
m,36,40,52,6
m,36,39,52,6
m,37,39,51,6
m,36,39,51,6
m,35,39,52,6
m,37,40,52,6
m,36,41,51,6
m,36,39,52,6
m,36,40,51,6
m,36,40,52,6
m,36,40,53,6
m,36,40,52,6
m,36,40,52,6
m,35,41,52,6
m,37,40,51,6
m,36,40,51,6
m,37,40,51,6
m,35,41,52,6
m,36,40,51,6
m,36,41,51,6
m,36,40,52,6
m,36,39,52,6
m,36,39,51,6
m,36,39,51,6
m,37,40,52,6
m,35,40,52,6
m,35,41,52,6
m,36,40,51,6
m,37,41,51,6
m,36,39,51,6
m,37,40,52,6
m,37,40,52,6
m,36,40,52,6
m,37,40,52,6
m,37,40,51,6
m,36,41,52,6
m,37,40,51,6
m,36,41,52,6
m,37,40,53,6
m,37,40,52,6
m,36,40,51,6
m,36,40,53,6
m,36,40,51,6
m,36,39,52,6
m,35,39,52,6
m,37,40,51,6
m,36,40,52,6
m,37,41,52,6
m,36,39,52,6
m,36,41,51,6
m,36,40,52,6
m,35,41,52,6
m,37,40,52,6
m,36,40,51,6
m,37,40,52,6
m,36,40,51,6
m,36,40,52,6
m,36,40,52,6
m,36,40,52,6
m,35,39,51,6
m,35,40,52,6
m,36,40,51,6
m,36,41,52,6
m,36,39,53,6
m,35,40,52,6
m,36,40,52,6
m,36,41,51,6
m,36,39,52,6
m,37,40,52,6
m,36,39,51,6
m,35,40,51,6
m,37,40,52,6
m,36,40,52,6
m,36,40,51,6
m,36,40,51,6
m,36,40,51,6
m,35,40,52,6
m,36,40,51,6
m,36,41,52,6
m,36,40,52,6
m,35,40,52,6
m,36,40,52,6
m,36,39,50,6
m,37,40,50,6
m,36,40,48,6
m,36,40,51,6
m,36,41,54,6
m,36,41,54,6
m,35,39,53,6
m,37,38,52,6
m,35,39,53,6
m,35,39,52,6
m,36,40,50,6
m,35,40,49,6
m,34,42,49,6
m,34,42,52,6
m,34,44,53,6
m,37,42,51,6
m,38,38,51,6
m,34,36,55,6
m,29,34,59,6
m,27,36,58,6
m,30,36,51,6
m,28,33,51,6
m,23,32,50,6
m,24,32,53,6
m,25,35,51,6
m,35,22,52,6
m,44,27,53,6
m,46,35,49,6
m,41,29,40,6
m,35,33,43,6
m,32,40,46,6
m,41,39,50,6
m,46,35,47,6
m,41,15,47,6
m,40,16,62,6
m,29,35,63,6
m,38,39,51,6
m,34,34,52,6
m,29,39,53,6
m,30,31,53,6
m,24,33,54,6
m,25,35,49,6
m,28,36,52,6
m,24,35,53,6
m,22,38,50,6
m,19,41,50,6
m,20,38,49,6
m,20,37,47,6
m,20,40,48,6
m,22,39,48,6
m,19,37,47,6
m,18,40,48,6
m,18,38,46,6
m,20,38,48,6
m,17,37,49,6
m,19,35,45,6
m,18,38,47,6
m,16,38,45,6
m,16,35,43,6
m,17,37,44,6
m,16,36,43,6
m,15,39,42,6
m,12,36,40,6
m,11,39,43,6
m,11,38,39,6
m,13,39,39,6
m,11,39,37,6
m,13,39,36,6
m,13,40,34,6
m,14,40,33,6
m,13,40,32,6
m,11,42,32,6
m,9,45,31,6
m,6,40,31,6
m,7,38,29,6
m,7,36,27,6
m,7,36,28,6
m,8,36,28,6
m,9,38,25,6
m,8,39,24,6
m,14,36,24,6
m,13,36,24,6
m,14,36,23,6
m,12,36,26,6
m,13,34,26,6
m,13,36,27,6
m,16,36,28,6
m,17,33,28,6
m,20,33,32,6
m,20,31,34,6
m,22,34,32,6
m,22,36,33,6
m,20,34,32,6
m,15,33,31,6
m,12,31,32,6
m,9,33,32,6
m,12,33,32,6
m,9,30,34,6
m,10,27,34,6
m,13,28,36,6
m,16,31,35,6
m,14,34,35,6
m,14,35,35,6
m,13,34,35,6
m,11,36,36,6
m,10,38,38,6
m,11,37,38,6
m,8,39,38,6
m,11,38,37,6
m,13,36,36,6
m,13,36,36,6
m,11,37,36,6
m,11,36,36,6
m,12,37,36,6
m,14,36,34,6
m,13,37,35,6
m,15,37,36,6
m,13,38,35,6
m,9,38,34,6
m,9,38,33,6
m,9,37,34,6
m,11,36,32,6
m,11,37,33,6
m,12,36,33,6
m,13,36,34,6
m,13,37,33,6
m,12,38,33,6
m,14,38,34,6
m,13,37,34,6
m,12,37,32,6
m,12,37,33,6
m,13,39,33,6
m,11,39,34,6
m,13,39,35,6
m,17,39,35,6
m,15,38,35,6
m,13,38,35,6
m,12,38,34,6
m,11,37,35,6
m,12,36,35,6
m,11,37,35,6
m,11,37,36,6
m,11,36,37,6
m,11,36,36,6
m,13,36,37,6
m,13,37,38,6
m,13,38,37,6
m,13,38,37,6
m,11,37,37,6
m,13,38,37,6
m,13,38,36,6
m,12,38,36,6
m,12,38,37,6
m,13,37,37,6
m,13,39,37,6
m,13,37,37,6
m,12,36,36,6
m,13,37,36,6
m,13,36,36,6
m,11,36,37,6
m,13,37,37,6
m,12,35,36,6
m,13,35,35,6
m,13,35,36,6
m,12,35,36,6
m,14,37,36,6
m,12,36,36,6
m,12,36,37,6
m,13,37,37,6
m,12,38,37,6
m,12,37,36,6
m,13,36,37,6
m,13,37,37,6
m,11,37,37,6
m,13,36,37,6
m,13,37,37,6
m,13,35,37,6
m,13,35,36,6
m,12,35,35,6
m,12,36,36,6
m,12,36,37,6
m,13,36,36,6
m,13,36,35,6
m,14,35,35,6
m,15,36,36,6
m,13,36,35,6
m,12,36,36,6
m,12,35,35,6
m,13,35,36,6
m,14,35,36,6
m,13,36,36,6
m,11,38,37,6
m,9,38,37,6
m,11,37,37,6
m,13,35,38,6
m,13,35,36,6
m,13,36,36,6
m,14,37,36,6
m,15,34,36,6
m,13,36,36,6
m,13,36,37,6
m,13,36,36,6
m,13,36,37,6
m,12,36,37,6
m,13,34,37,6
m,14,35,36,6
m,13,36,36,6
m,12,36,35,6
m,13,37,36,6
m,11,39,37,6
m,11,37,36,6
m,11,37,36,6
m,14,36,36,6
m,14,37,35,6
m,13,38,35,6
m,12,36,36,6
m,12,37,36,6
m,13,37,36,6
m,11,37,36,6
m,13,36,36,6
m,12,38,36,6
m,11,36,36,6
m,11,37,35,6
m,13,37,34,6
m,13,37,35,6
m,13,37,35,6
m,13,37,35,6
m,12,38,34,6
m,10,36,35,6
m,11,36,37,6
m,11,35,36,6
m,10,34,35,6
m,12,34,36,6
m,12,33,35,6
m,14,36,35,6
m,13,36,35,6
m,13,37,35,6
m,13,36,36,6
m,14,36,36,6
m,12,38,35,6
m,13,37,35,6
m,13,36,37,6
m,13,36,37,6
m,14,36,36,6
m,12,36,37,6
m,13,36,37,6
m,14,37,37,6
m,13,37,36,6
m,13,36,36,6
m,12,36,38,6
m,11,37,36,6
m,13,38,37,6
m,13,36,38,6
m,12,37,38,6
m,12,37,36,6
m,12,36,37,6
m,12,36,37,6
m,12,35,36,6
m,12,36,36,6
m,12,36,37,6
m,13,37,37,6
m,11,35,36,6
m,13,37,37,6
m,14,36,36,6
m,12,36,37,6
m,13,37,36,6
m,12,37,37,6
m,12,37,37,6
m,13,34,37,6
m,12,36,37,6
m,11,36,37,6
m,12,35,37,6
m,12,34,37,6
m,11,36,37,6
m,13,35,37,6
m,13,37,37,6
m,15,37,37,6
m,13,37,38,6
m,13,36,37,6
m,13,37,36,6
m,12,37,37,6
m,12,37,36,6
m,12,37,37,6
m,13,36,37,6
m,12,35,36,6
m,13,35,36,6
m,12,36,37,6
m,11,36,37,6
m,13,35,36,6
m,13,36,36,6
m,13,36,35,6
m,13,35,35,6
m,12,36,36,6
m,12,36,36,6
m,12,35,34,6
m,13,35,36,6
m,12,35,35,6
m,13,35,35,6
m,11,35,35,6
m,11,35,34,6
m,12,34,35,6
m,12,36,34,6
m,11,35,35,6
m,13,34,35,6
m,12,36,36,6
m,11,35,35,6
m,11,36,35,6
m,12,36,36,6
m,12,36,36,6
m,12,36,35,6
m,12,35,36,6
m,12,36,36,6
m,12,36,36,6
m,13,34,36,6
m,12,35,36,6
m,12,36,36,6
m,12,35,36,6
f,26,32,47,6
f,26,32,49,6
f,26,32,49,6
f,25,30,52,6
f,26,30,50,6
f,26,32,50,6
f,25,35,53,6
f,24,35,53,6
f,23,35,51,6
f,20,36,50,6
f,22,36,52,6
f,23,37,51,6
f,24,36,50,6
f,25,36,51,6
f,25,36,50,6
f,23,37,50,6
f,23,36,51,6
f,25,36,50,6
f,25,36,51,6
f,24,35,51,6
f,23,35,51,6
f,24,35,50,6
f,24,36,51,6
f,24,36,50,6
f,24,35,50,6
f,23,35,50,6
f,25,36,50,6
f,24,35,51,6
f,24,36,51,6
f,25,35,50,6
f,24,37,51,6
f,23,35,51,6
f,24,36,51,6
f,23,34,51,6
f,25,36,50,6
f,24,35,50,6
f,24,36,51,6
f,24,35,51,6
f,24,36,51,6
f,23,34,52,6
f,22,33,55,6
f,19,35,56,6
f,14,37,57,6
f,15,41,49,6
f,14,37,48,6
f,15,32,47,6
f,17,36,48,6
f,19,35,47,6
f,21,33,46,6
f,23,33,45,6
f,24,33,46,6
f,23,27,50,6
f,25,27,48,6
f,25,27,47,6
f,27,28,45,6
f,27,32,43,6
f,24,42,44,6
f,17,28,47,6
f,11,29,46,6
f,9,23,46,6
f,14,20,44,6
f,17,37,43,6
f,12,36,44,6
f,10,32,42,6
f,12,31,41,6
f,15,37,46,6
f,16,30,44,6
f,15,38,46,6
f,10,37,43,6
f,13,36,44,6
f,15,39,42,6
f,14,36,43,6
f,15,38,43,6
f,14,39,43,6
f,14,40,43,6
f,14,38,41,6
f,16,40,42,6
f,16,38,44,6
f,15,40,42,6
f,15,39,42,6
f,15,38,43,6
f,17,40,41,6
f,16,41,41,6
f,14,41,41,6
f,14,46,42,6
f,11,44,44,6
f,9,39,48,6
f,10,41,45,6
f,10,34,45,6
f,14,32,42,6
f,18,33,46,6
f,24,34,48,6
f,26,37,47,6
f,29,40,49,6
f,28,39,49,6
f,28,38,45,6
f,28,49,47,6
f,31,45,48,6
f,27,36,44,6
f,14,36,43,6
f,6,43,43,6
f,8,46,44,6
f,18,43,39,6
f,21,41,40,6
f,14,48,39,6
f,13,46,41,6
f,17,46,40,6
f,19,49,38,6
f,20,47,41,6
f,21,48,39,6
f,20,49,40,6
f,20,48,43,6
f,20,48,40,6
f,20,47,40,6
f,21,47,40,6
f,22,49,39,6
f,20,46,39,6
f,20,47,40,6
f,21,50,42,6
f,17,51,38,6
f,18,47,37,6
f,15,43,44,6
f,14,48,43,6
f,18,46,46,6
f,17,41,44,6
f,20,44,39,6
f,19,41,36,6
f,18,41,34,6
f,18,44,37,6
f,15,41,36,6
f,15,44,34,6
f,12,43,35,6
f,12,42,40,6
f,13,45,38,6
f,14,42,36,6
f,15,43,37,6
f,16,41,36,6
f,16,42,36,6
f,14,40,36,6
f,12,40,37,6
f,14,43,40,6
f,14,43,39,6
f,14,43,40,6
f,16,42,41,6
f,14,39,38,6
f,14,39,37,6
f,14,41,41,6
f,13,40,42,6
f,16,40,40,6
f,14,43,42,6
f,14,37,41,6
f,14,42,42,6
f,15,38,43,6
f,15,30,42,6
f,17,35,42,6
f,16,33,41,6
f,12,34,42,6
f,14,33,40,6
f,14,31,41,6
f,13,34,42,6
f,12,34,42,6
f,12,32,42,6
f,10,32,41,6
f,12,32,37,6
f,13,31,36,6
f,13,35,36,6
f,11,35,39,6
f,11,35,39,6
f,13,35,38,6
f,9,31,39,6
f,10,32,39,6
f,10,35,39,6
f,10,32,38,6
f,12,32,36,6
f,12,33,36,6
f,12,32,35,6
f,12,34,34,6
f,10,31,35,6
f,10,32,36,6
f,7,31,33,6
f,9,31,31,6
f,7,33,31,6
f,6,33,30,6
f,10,36,31,6
f,9,33,27,6
f,14,36,28,6
f,18,35,30,6
f,17,36,31,6
f,16,36,33,6
f,12,39,31,6
f,12,39,30,6
f,13,42,27,6
f,14,43,23,6
f,19,47,25,6
f,18,41,25,6
f,21,41,25,6
f,22,42,24,6
f,21,40,26,6
f,15,43,22,6
f,13,39,28,6
f,10,37,27,6
f,8,32,28,6
f,10,33,26,6
f,12,41,21,6
f,12,43,20,6
f,8,39,21,6
f,4,40,24,6
f,9,38,27,6
f,19,37,27,6
f,25,40,27,6
f,30,42,24,6
f,34,36,28,6
f,35,38,31,6
f,32,44,28,6
f,26,38,21,6
f,23,37,24,6
f,13,36,25,6
f,7,33,24,6
f,1,40,26,6
f,0,29,25,6
f,0,32,23,6
f,2,37,34,6
f,1,30,62,6
f,8,23,44,6
f,14,29,37,6
f,10,33,33,6
f,9,29,26,6
f,12,31,28,6
f,12,36,30,6
f,14,36,31,6
f,14,35,32,6
f,13,35,33,6
f,13,36,33,6
f,11,37,33,6
f,11,38,30,6
f,13,36,32,6
f,8,28,40,6
f,11,27,40,6
f,11,34,35,6
f,11,37,34,6
f,11,35,33,6
f,12,36,31,6
f,12,35,32,6
f,12,35,32,6
f,11,34,33,6
f,12,35,32,6
f,12,35,33,6
f,12,34,34,6
f,12,35,34,6
f,13,34,33,6
f,12,35,32,6
f,11,36,33,6
f,12,35,32,6
f,12,35,31,6
f,12,35,32,6
f,12,35,32,6
f,13,34,32,6
f,12,34,32,6
f,9,36,33,6
f,10,35,33,6
f,12,35,33,6
f,12,36,32,6
f,12,36,31,6
f,12,36,31,6
f,11,35,31,6
f,11,34,31,6
f,11,33,31,6
f,10,33,32,6
f,11,30,32,6
f,13,33,31,6
f,11,34,31,6
f,11,34,32,6
f,12,35,33,6
f,13,33,32,6
f,13,31,30,6
f,10,32,32,6
f,12,28,31,6
f,13,31,30,6
f,13,33,31,6
f,11,31,31,6
f,11,30,33,6
f,10,29,32,6
f,10,32,32,6
f,11,31,32,6
f,11,29,31,6
f,12,29,32,6
f,12,28,31,6
f,13,28,30,6
f,11,29,31,6
f,12,29,33,6
f,12,30,31,6
f,12,29,30,6
f,13,30,31,6
f,12,30,31,6
f,11,29,31,6
f,11,29,30,6
f,11,29,31,6
f,11,28,31,6
f,11,29,30,6
f,12,31,32,6
f,11,30,31,6
f,12,29,30,6
f,11,29,31,6
f,11,30,30,6
f,11,28,30,6
f,12,29,31,6
f,12,28,31,6
f,11,30,31,6
f,21,37,49,6
f,21,37,33,6
f,22,37,50,6
f,23,36,50,6
f,22,37,50,6
f,22,37,50,6
f,22,36,50,6
f,21,38,49,6
f,22,36,51,6
f,20,36,50,6
f,21,37,51,6
f,20,40,50,6
f,21,39,47,6
f,20,37,47,6
f,19,38,49,6
f,19,36,49,6
f,22,38,48,6
f,24,34,45,6
f,26,36,45,6
f,25,36,46,6
f,24,37,54,6
f,22,37,54,6
f,21,35,50,6
f,23,39,47,6
f,22,39,50,6
f,20,40,50,6
f,20,40,49,6
f,22,40,47,6
f,22,40,47,6
f,21,40,48,6
f,22,39,50,6
f,22,40,49,6
f,23,39,49,6
f,21,39,49,6
f,22,40,49,6
f,22,40,48,6
f,23,39,48,6
f,23,40,48,6
f,22,40,49,6
f,22,39,49,6
f,23,40,48,6
f,22,40,49,6
f,21,39,47,6
f,21,39,49,6
f,23,40,49,6
f,22,39,49,6
f,21,39,48,6
f,22,40,49,6
f,21,40,49,6
f,22,40,48,6
f,21,40,48,6
f,23,40,48,6
f,22,39,48,6
f,21,39,48,6
f,21,40,49,6
f,21,39,48,6
f,23,39,49,6
f,22,40,48,6
f,22,40,49,6
f,21,39,49,6
f,22,39,48,6
f,22,39,48,6
f,20,39,49,6
f,22,40,49,6
f,22,39,48,6
f,20,40,49,6
f,20,40,51,6
f,19,40,50,6
f,17,41,53,6
f,17,44,51,6
f,15,42,48,6
f,17,40,46,6
f,15,41,46,6
f,17,40,41,6
f,18,38,43,6
f,19,36,44,6
f,22,36,40,6
f,23,35,41,6
f,20,36,47,6
f,21,36,48,6
f,22,36,48,6
f,23,38,47,6
f,22,38,48,6
f,21,34,51,6
f,22,35,53,6
f,20,36,48,6
f,15,32,47,6
f,18,33,48,6
f,21,32,45,6
f,16,43,47,6
f,13,37,44,6
f,16,43,44,6
f,16,46,44,6
f,18,49,40,6
f,19,40,35,6
f,15,27,36,6
f,18,34,53,6
f,21,35,57,6
f,18,41,50,6
f,21,40,47,6
f,24,33,50,6
f,26,29,51,6
f,25,32,46,6
f,19,51,43,6
f,12,38,46,6
f,9,40,44,6
f,14,35,45,6
f,17,34,45,6
f,21,36,40,6
f,19,38,42,6
f,15,36,44,6
f,12,40,44,6
f,14,41,45,6
f,15,40,43,6
f,15,39,41,6
f,14,38,41,6
f,16,44,39,6
f,14,42,40,6
f,18,37,39,6
f,21,40,40,6
f,19,42,49,6
f,17,52,37,6
f,13,44,37,6
f,17,43,39,6
f,18,49,38,6
f,16,42,42,6
f,21,49,37,6
f,17,45,36,6
f,16,50,39,6
f,18,51,36,6
f,19,46,35,6
f,20,49,34,6
f,17,47,32,6
f,17,47,31,6
f,21,50,35,6
f,20,50,34,6
f,20,53,35,6
f,20,50,33,6
f,21,52,33,6
f,21,53,34,6
f,19,48,32,6
f,21,52,33,6
f,21,50,36,6
f,21,47,30,6
f,21,51,34,6
f,20,50,33,6
f,19,49,31,6
f,19,51,35,6
f,21,50,33,6
f,19,49,29,6
f,17,52,33,6
f,17,48,34,6
f,16,52,32,6
f,12,55,33,6
f,13,49,38,6
f,14,49,34,6
f,20,51,28,6
f,27,47,34,6
f,36,41,32,6
f,33,43,36,6
f,28,46,42,6
f,24,50,43,6
f,17,47,34,6
f,9,46,30,6
f,7,41,27,6
f,13,45,30,6
f,17,46,33,6
f,17,43,36,6
f,12,44,35,6
f,12,41,32,6
f,13,40,31,6
f,16,40,32,6
f,19,38,29,6
f,13,39,24,6
f,12,35,24,6
f,13,40,27,6
f,11,42,33,6
f,9,38,24,6
f,11,38,24,6
f,17,36,25,6
f,17,39,23,6
f,11,40,23,6
f,10,39,30,6
f,12,39,24,6
f,16,34,26,6
f,17,40,29,6
f,8,39,23,6
f,17,38,27,6
f,15,39,24,6
f,15,39,24,6
f,13,40,26,6
f,8,43,25,6
f,9,41,24,6
f,14,39,24,6
f,18,38,24,6
f,17,39,25,6
f,14,39,25,6
f,15,39,26,6
f,14,39,25,6
f,12,39,26,6
f,13,40,26,6
f,13,39,28,6
f,15,37,26,6
f,17,42,29,6
f,11,40,32,6
f,7,37,33,6
f,7,39,32,6
f,10,37,31,6
f,10,36,30,6
f,11,36,30,6
f,12,36,35,6
f,13,36,34,6
f,12,33,33,6
f,13,31,35,6
f,12,32,35,6
f,14,30,36,6
f,15,30,36,6
f,14,33,38,6
f,13,36,37,6
f,13,34,39,6
f,11,34,40,6
f,11,36,41,6
f,14,34,39,6
f,13,34,38,6
f,16,35,41,6
f,13,35,43,6
f,13,35,41,6
f,12,34,39,6
f,12,34,37,6
f,13,35,39,6
f,14,34,35,6
f,10,33,38,6
f,10,34,42,6
f,15,36,40,6
f,16,36,39,6
f,16,37,37,6
f,14,39,37,6
f,14,36,39,6
f,13,38,38,6
f,12,38,38,6
f,12,40,37,6
f,11,39,37,6
f,10,39,36,6
f,12,40,37,6
f,14,40,37,6
f,14,40,39,6
f,13,41,37,6
f,11,40,37,6
f,11,40,36,6
f,10,41,36,6
f,9,41,36,6
f,10,42,36,6
f,10,42,34,6
f,10,42,34,6
f,12,40,35,6
f,12,40,32,6
f,11,40,32,6
f,11,40,33,6
f,14,42,32,6
f,15,43,32,6
f,17,43,31,6
f,17,44,33,6
f,18,46,33,6
f,17,45,33,6
f,18,48,34,6
f,18,48,33,6
f,17,49,33,6
f,18,49,33,6
f,16,48,34,6
f,16,47,32,6
f,16,45,32,6
f,15,45,32,6
f,13,43,32,6
f,16,41,32,6
f,15,41,31,6
f,12,37,33,6
f,12,36,33,6
f,11,38,31,6
f,10,37,29,6
f,13,37,29,6
f,13,35,29,6
f,12,33,28,6
f,13,37,29,6
f,10,37,31,6
f,9,34,31,6
f,10,39,33,6
f,10,41,33,6
f,12,41,31,6
f,13,40,31,6
f,13,37,31,6
f,15,38,30,6
f,11,38,29,6
f,12,36,30,6
f,11,35,30,6
f,14,36,33,6
f,14,36,32,6
f,11,36,32,6
f,11,34,31,6
f,14,34,32,6
f,14,33,33,6
f,12,34,32,6
f,12,35,30,6
f,11,36,32,6
f,11,33,32,6
