Time,Gender,Accel_Frontal,Accel_Vertical,Accel_Lateral,Id_Antenna,RSSI,Phase,Frequency,Output
164.25,M,0.9990100000000001,-0.17454,-0.16192,3,-49.0,1.9942,921.25,3
164.33,M,0.9169299999999999,-0.14009000000000002,-0.17332999999999998,3,-49.0,5.3797,925.25,3
164.75,M,1.0107,-0.15158,-0.13912,3,-48.5,6.0761,924.25,3
165.0,M,0.8934799999999999,-0.16305999999999998,-0.18473,3,-48.5,1.6368,921.75,3
165.25,M,1.2218,-0.28938,-0.059296,3,-48.0,0.5353600000000001,923.25,3
165.5,M,1.0576,-0.17454,-0.12771,3,-49.0,5.6711,924.75,3
165.6,M,1.0576,-0.17454,-0.12771,3,-48.5,5.688,924.75,3
165.65,M,1.0576,-0.17454,-0.12771,3,-49.0,5.6681,924.75,3
165.68,M,0.9052,-0.15158,-0.17332999999999998,3,-49.0,5.645,924.75,3
165.75,M,0.9990100000000001,-0.15158,-0.15052000000000001,3,-48.0,1.2318,922.25,3
165.83,M,0.9990100000000001,-0.15158,-0.15052000000000001,3,-47.5,1.2425,922.25,3
165.88,M,0.9990100000000001,-0.15158,-0.15052000000000001,3,-49.5,5.0023,925.75,3
166.0,M,0.9052,-0.14009000000000002,-0.18473,3,-49.0,4.9778,925.75,3
166.25,M,0.9169299999999999,-0.15158,-0.16192,3,-47.5,0.003068,923.75,3
166.33,M,0.9169299999999999,-0.15158,-0.16192,3,-47.5,0.001534,923.75,3
166.38,M,1.0811,-0.19751,-0.11631,3,-47.5,0.7639199999999999,922.75,3
166.5,M,1.0225,-0.16305999999999998,-0.13912,3,-48.0,1.8837,921.25,3
166.75,M,1.1163,-0.22048,-0.09350499999999999,3,-49.0,5.306,925.25,3
167.0,M,0.9052,-0.15158,-0.17332999999999998,3,-48.5,2.3224,920.75,3
167.1,M,1.3273,-0.31234,-0.013684,3,-48.5,6.0531,924.25,3
167.15,M,1.3273,-0.31234,-0.013684,3,-48.0,6.0608,924.25,3
167.5,M,1.0107,-0.15158,-0.15052000000000001,3,-48.0,1.5539,921.75,3
167.75,M,0.8934799999999999,-0.15158,-0.18473,3,-48.5,0.51542,923.25,3
168.0,M,1.2101,-0.27789,-0.047893,3,-49.0,5.7509,924.75,3
168.1,M,1.2101,-0.27789,-0.047893,3,-49.5,5.757000000000001,924.75,3
168.13,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-48.5,1.3530000000000002,922.25,3
168.5,M,0.9052,-0.15158,-0.17332999999999998,3,-49.0,0.059825,923.75,3
168.75,M,0.9403799999999999,-0.14009000000000002,-0.16192,3,-48.5,0.84216,922.75,3
169.5,M,1.1397,-0.22048,-0.070699,3,-50.0,5.9058,924.25,3
169.75,M,1.2452,-0.27789,-0.036489999999999995,3,-50.0,2.5295,920.25,3
170.25,M,0.9052,-0.12861,-0.17332999999999998,3,-49.5,0.31753000000000003,923.25,3
170.35,M,0.9052,-0.12861,-0.17332999999999998,3,-50.0,5.5591,924.75,3
170.5,M,1.0928,-0.19751,-0.10490999999999999,3,-50.5,5.5515,924.75,3
171.0,M,0.97555,-0.14009000000000002,-0.17332999999999998,3,-49.5,6.2479,923.75,3
171.1,M,0.9052,-0.15158,-0.18473,3,-49.5,6.254,923.75,3
171.25,M,1.0576,-0.18603,-0.11631,3,-49.5,0.73324,922.75,3
171.35,M,1.0576,-0.18603,-0.11631,3,-49.5,1.8346,921.25,3
171.53,M,0.8934799999999999,-0.15158,-0.17332999999999998,3,-50.0,5.2829999999999995,925.25,3
171.75,M,1.1163,-0.19751,-0.09350499999999999,3,-50.5,5.28,925.25,3
171.83,M,1.1163,-0.19751,-0.09350499999999999,3,-50.0,2.2119999999999997,920.75,3
171.88,M,1.1163,-0.19751,-0.09350499999999999,3,-50.0,2.2135,920.75,3
173.5,M,0.9169299999999999,-0.14009000000000002,-0.18473,3,-49.5,6.1681,923.75,3
174.25,M,0.9403799999999999,-0.14009000000000002,-0.16192,3,-49.5,2.0985,920.75,3
174.5,M,1.2452,-0.26641,-0.025087,3,-50.5,2.4283,920.25,3
174.75,M,1.2452,-0.26641,-0.025087,3,-50.5,5.5822,920.25,3
175.25,M,0.97555,-0.12861,-0.15052000000000001,3,-50.0,5.5131,924.75,3
175.35,M,0.96383,-0.12861,-0.15052000000000001,3,-49.0,1.0784,922.25,3
175.75,M,1.0576,-0.17454,-0.09350499999999999,3,-49.5,6.1574,923.75,3
176.25,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-49.5,1.7441,921.25,3
176.75,M,1.1163,-0.19751,-0.09350499999999999,3,-50.0,5.8,924.25,3
177.25,M,0.9403799999999999,-0.14009000000000002,-0.16192,3,-49.0,1.3668,921.75,3
177.75,M,0.9521,-0.14009000000000002,-0.17332999999999998,3,-50.5,5.4564,924.75,3
178.25,M,0.96383,-0.12861,-0.16192,3,-51.0,4.8827,925.75,3
178.5,M,0.8934799999999999,-0.15158,-0.17332999999999998,3,-49.5,0.63967,922.75,3
178.75,M,1.1749,-0.24344000000000002,-0.059296,3,-50.5,5.1772,925.25,3
179.0,M,1.1983,-0.24344000000000002,-0.047893,3,-50.0,2.1184,920.75,3
179.5,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-50.0,5.8322,924.25,3
179.6,M,0.9052,-0.12861,-0.17332999999999998,3,-49.0,1.3837,921.75,3
180.0,M,1.0107,-0.12861,-0.13912,3,-50.5,5.4579,924.75,3
181.5,M,1.1163,-0.20899,-0.09350499999999999,3,-50.0,2.0739,920.75,3
182.25,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-49.5,0.26998,923.25,3
182.5,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-49.5,0.27458,923.25,3
182.65,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-50.5,5.4886,924.75,3
183.25,M,0.92865,-0.12861,-0.17332999999999998,3,-50.0,6.1267,923.75,3
183.5,M,1.0694,-0.18603,-0.10490999999999999,3,-49.5,0.61052,922.75,3
183.75,M,1.1045,-0.19751,-0.09350499999999999,3,-50.5,5.1772,925.25,3
184.0,M,0.96383,-0.14009000000000002,-0.16192,3,-50.0,2.0647,920.75,3
184.25,M,0.96383,-0.14009000000000002,-0.16192,3,-50.0,5.8077,924.25,3
184.33,M,1.1866,-0.25493000000000005,-0.070699,3,-50.5,5.5591,920.25,3
184.75,M,0.9403799999999999,-0.14009000000000002,-0.17332999999999998,3,-50.0,0.2485,923.25,3
185.0,M,1.0107,-0.14009000000000002,-0.15052000000000001,3,-50.5,5.4993,924.75,3
185.25,M,0.8934799999999999,-0.12861,-0.17332999999999998,3,-49.5,1.0661,922.25,3
185.5,M,1.2218,-0.27789,-0.047893,3,-50.0,6.1881,923.75,3
185.75,M,1.1983,-0.24344000000000002,-0.059296,3,-50.0,0.67035,922.75,3
186.5,M,0.97555,-0.12861,-0.16192,3,-50.5,5.7846,924.25,3
186.75,M,0.9052,-0.12861,-0.17332999999999998,3,-50.5,5.7969,924.25,3
187.25,M,1.0107,-0.14009000000000002,-0.15052000000000001,3,-50.5,5.4932,924.75,3
187.75,M,0.92865,-0.14009000000000002,-0.17332999999999998,3,-51.0,4.9072,925.75,3
188.0,M,1.0342,-0.15158,-0.13912,3,-50.5,6.1313,923.75,3
188.25,M,0.9990100000000001,-0.12861,-0.16192,3,-50.0,0.61666,922.75,3
188.35,M,0.9990100000000001,-0.12861,-0.16192,3,-50.0,0.6151300000000001,922.75,3
188.5,M,0.9169299999999999,-0.12861,-0.18473,3,-49.5,1.7135,921.25,3
188.75,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-50.5,5.2139999999999995,925.25,3
189.0,M,0.92865,-0.12861,-0.17332999999999998,3,-50.0,2.1062,920.75,3
189.75,M,1.128,-0.18603,-0.09350499999999999,3,-50.0,0.26538,923.25,3
190.5,M,0.96383,-0.12861,-0.15052000000000001,3,-50.0,6.0577,923.75,3
190.6,M,0.96383,-0.12861,-0.15052000000000001,3,-49.5,0.5476300000000001,922.75,3
190.75,M,0.9521,-0.15158,-0.17332999999999998,3,-50.0,1.6644,921.25,3
191.5,M,0.92865,-0.15158,-0.18473,3,-50.5,5.7264,924.25,3
191.6,M,0.92865,-0.15158,-0.18473,3,-50.5,5.7187,924.25,3
191.75,M,1.1749,-0.24344000000000002,-0.070699,3,-50.0,1.2916,921.75,3
193.0,M,0.92865,-0.12861,-0.17332999999999998,3,-50.0,6.0408,923.75,3
193.1,M,0.9052,-0.14009000000000002,-0.19613,3,-50.0,0.46326000000000006,922.75,3
193.75,M,1.1866,-0.24344000000000002,-0.070699,3,-50.0,1.9436,920.75,3
194.0,M,0.9052,-0.15158,-0.19613,3,-50.5,5.645,924.25,3
194.75,M,0.9521,-0.14009000000000002,-0.17332999999999998,3,-50.5,5.3674,924.75,3
195.5,M,1.2804,-0.28938,-0.025087,3,-50.0,0.5476300000000001,922.75,3
195.75,M,0.9052,-0.12861,-0.19613,3,-50.0,1.6552,921.25,3
195.85,M,0.9052,-0.12861,-0.19613,3,-50.0,1.6552,921.25,3
197.0,M,0.83485,0.43406000000000006,-0.025087,3,-52.0,0.25617,924.75,3
198.0,M,0.7645,0.81301,0.23718000000000003,4,-58.0,4.8504,922.75,1
198.5,M,0.7645,0.81301,0.23718000000000003,1,-57.5,5.9825,920.75,1
198.75,M,0.7645,0.81301,0.23718000000000003,1,-57.5,0.17027,924.25,1
199.25,M,0.7645,0.81301,0.23718000000000003,1,-57.0,5.5009,921.75,1
199.5,M,0.7645,0.81301,0.23718000000000003,1,-59.0,6.2709,924.75,1
200.25,M,0.7645,0.81301,0.23718000000000003,1,-58.5,0.8851100000000001,923.75,1
201.0,M,0.7645,0.81301,0.23718000000000003,1,-59.5,0.18561,920.75,1
201.75,M,0.7645,0.81301,0.23718000000000003,1,-59.0,1.3023,923.25,1
203.5,M,0.57689,0.8704200000000001,0.12315,1,-59.5,0.56297,924.25,1
204.5,M,0.57689,0.8704200000000001,0.12315,3,-68.5,5.6144,924.75,1
205.5,M,0.57689,0.8704200000000001,0.12315,1,-59.5,5.8368,921.25,1
206.5,M,0.57689,0.8704200000000001,0.12315,1,-59.0,5.4778,921.75,1
207.75,M,0.57689,0.8704200000000001,0.12315,3,-68.5,0.49701000000000006,922.75,1
209.0,M,0.57689,0.8704200000000001,0.12315,3,-68.5,0.86977,921.75,1
210.25,M,0.57689,0.8704200000000001,0.12315,1,-59.5,4.6679,922.75,1
212.0,M,0.62379,0.8589399999999999,0.10035,1,-58.5,1.7595,922.25,1
212.75,M,0.62379,0.8589399999999999,0.10035,1,-59.0,2.5019,921.25,1
214.0,M,0.62379,0.8589399999999999,0.10035,1,-59.0,2.2074,921.75,1
214.75,M,0.62379,0.8589399999999999,0.10035,3,-68.0,5.9626,923.75,1
216.0,M,0.62379,0.8589399999999999,0.10035,1,-59.5,0.11505,924.25,1
216.75,M,0.62379,0.8589399999999999,0.10035,3,-68.5,0.70563,922.25,1
218.0,M,0.62379,0.8589399999999999,0.10035,1,-59.5,5.9979,920.75,1
220.0,M,0.58862,0.8704200000000001,0.11175,1,-58.0,5.5346,921.25,1
220.75,M,0.58862,0.8704200000000001,0.11175,1,-58.5,0.092039,924.25,1
221.25,M,0.58862,0.8704200000000001,0.11175,1,-58.0,0.8268200000000001,923.25,1
222.25,M,0.58862,0.8704200000000001,0.11175,1,-58.5,0.41878000000000004,923.75,1
222.75,M,0.58862,0.8704200000000001,0.11175,3,-68.5,4.9271,925.25,1
223.5,M,0.58862,0.8704200000000001,0.11175,1,-57.0,5.0146,921.75,1
225.25,M,0.42446000000000006,0.81301,0.21438000000000001,1,-57.5,1.1106,925.25,4
238.0,M,1.3039,-0.082679,-0.025087,3,-49.0,1.2425,921.75,3
239.0,M,0.9169299999999999,-0.11713,-0.11631,3,-50.0,6.0838,925.75,3
239.1,M,1.1983,-0.23196,-0.0022806,3,-49.0,5.8153,925.75,3
239.25,M,0.9169299999999999,-0.15158,-0.11631,3,-47.5,0.91579,923.75,3
239.33,M,0.9169299999999999,-0.15158,-0.11631,3,-47.0,0.93266,923.75,3
239.38,M,0.9169299999999999,-0.15158,-0.11631,3,-47.0,0.8927799999999999,923.75,3
239.43,M,0.9169299999999999,-0.15158,-0.13912,1,-67.5,0.10278,922.75,3
239.75,M,1.1163,-0.20899,-0.036489999999999995,1,-67.0,1.4389,921.25,3
239.85,M,1.1163,-0.20899,-0.036489999999999995,3,-48.0,5.9012,925.25,3
239.88,M,1.1163,-0.20899,-0.036489999999999995,3,-47.5,5.9104,925.25,3
240.0,M,0.8934799999999999,-0.15158,-0.15052000000000001,3,-48.0,2.9069,920.75,3
240.25,M,1.128,-0.23196,-0.070699,1,-64.0,4.9793,924.25,3
240.35,M,1.128,-0.23196,-0.070699,1,-67.5,2.3224,920.25,3
240.5,M,1.128,-0.23196,-0.070699,1,-67.5,2.2964,920.25,3
240.75,M,1.0694,-0.18603,-0.09350499999999999,3,-46.5,1.037,923.25,3
240.83,M,0.88175,-0.15158,-0.17332999999999998,3,-46.0,1.0416,923.25,3
241.0,M,0.9052,-0.12861,-0.15052000000000001,3,-47.0,6.1497,924.75,3
241.1,M,0.9169299999999999,-0.15158,-0.15052000000000001,3,-47.0,6.1221,924.75,3
241.15,M,0.9169299999999999,-0.15158,-0.15052000000000001,3,-46.0,1.7779,922.25,3
241.25,M,0.9169299999999999,-0.15158,-0.15052000000000001,3,-46.0,1.7319,922.25,3
241.33,M,0.9169299999999999,-0.12861,-0.13912,3,-48.0,5.4196,925.75,3
241.5,M,1.1983,-0.26641,-0.036489999999999995,1,-64.5,0.49394,925.75,3
241.75,M,1.1983,-0.26641,-0.036489999999999995,1,-62.0,5.5085,923.75,3
241.85,M,1.1983,-0.26641,-0.036489999999999995,3,-46.0,1.3192,922.75,3
241.9,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-46.0,1.3238,922.75,3
242.0,M,0.8934799999999999,-0.16305999999999998,-0.17332999999999998,1,-62.5,0.20095,922.75,3
242.1,M,0.8934799999999999,-0.16305999999999998,-0.17332999999999998,3,-47.0,2.3899,921.25,3
242.15,M,0.8934799999999999,-0.16305999999999998,-0.17332999999999998,3,-46.5,2.4022,921.25,3
242.25,M,1.1866,-0.24344000000000002,-0.047893,3,-47.5,5.6957,925.25,3
242.33,M,1.1866,-0.24344000000000002,-0.047893,3,-47.0,5.7064,925.25,3
242.38,M,1.1866,-0.24344000000000002,-0.047893,1,-63.0,0.89584,925.25,3
242.5,M,1.0928,-0.17454,-0.10490999999999999,3,-47.5,2.6707,920.75,3
242.6,M,0.8934799999999999,-0.15158,-0.17332999999999998,3,-46.5,0.07209700000000001,924.25,3
242.75,M,0.9052,-0.15158,-0.18473,1,-62.0,4.9317,924.25,3
243.0,M,0.9052,-0.15158,-0.18473,3,-48.0,2.9897,920.25,3
243.08,M,0.9052,-0.15158,-0.18473,3,-48.0,6.1405,920.25,3
243.13,M,0.8934799999999999,-0.14009000000000002,-0.17332999999999998,3,-46.0,1.9297,921.75,3
243.18,M,0.9169299999999999,-0.15158,-0.16192,3,-46.5,1.9205,921.75,3
243.25,M,0.9052,-0.15158,-0.17332999999999998,1,-62.0,5.8644,923.25,3
243.35,M,0.9052,-0.15158,-0.17332999999999998,3,-46.0,0.78847,923.25,3
243.5,M,0.8934799999999999,-0.14009000000000002,-0.16192,1,-62.5,1.3131,924.75,3
243.6,M,0.8934799999999999,-0.14009000000000002,-0.16192,3,-47.0,5.9304,924.75,3
243.65,M,0.9052,-0.14009000000000002,-0.16192,3,-46.0,1.5463,922.25,3
243.75,M,0.9052,-0.15158,-0.17332999999999998,3,-46.0,1.537,922.25,3
243.83,M,0.9052,-0.15158,-0.17332999999999998,3,-47.5,5.2738,925.75,3
244.0,M,0.9521,-0.16305999999999998,-0.17332999999999998,3,-47.5,5.2631,925.75,3
244.1,M,0.9521,-0.16305999999999998,-0.17332999999999998,3,-47.5,5.2738,925.75,3
244.15,M,1.1514,-0.24344000000000002,-0.059296,3,-46.0,0.36355,923.75,3
244.25,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-46.0,1.1536,922.75,3
244.33,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-46.0,1.1336,922.75,3
244.35,M,0.9169299999999999,-0.15158,-0.15052000000000001,1,-62.5,0.082835,922.75,3
244.5,M,0.9169299999999999,-0.15158,-0.15052000000000001,1,-63.5,1.5002,921.25,3
244.75,M,0.9169299999999999,-0.15158,-0.15052000000000001,1,-63.5,0.85903,925.25,3
244.85,M,0.9169299999999999,-0.15158,-0.15052000000000001,3,-47.0,2.5955,920.75,3
244.9,M,0.8934799999999999,-0.12861,-0.17332999999999998,1,-64.5,5.0637,920.75,3
245.0,M,0.8934799999999999,-0.12861,-0.17332999999999998,3,-46.5,6.251,924.25,3
245.08,M,0.8934799999999999,-0.12861,-0.17332999999999998,1,-62.0,1.7748,924.25,3
245.25,M,0.8934799999999999,-0.12861,-0.17332999999999998,3,-48.0,6.0592,920.25,3
245.35,M,0.8934799999999999,-0.12861,-0.17332999999999998,3,-47.5,2.9222,920.25,3
245.38,M,0.9403799999999999,-0.12861,-0.16192,3,-48.0,2.9130000000000003,920.25,3
245.43,M,0.9403799999999999,-0.12861,-0.16192,3,-46.0,1.8561,921.75,3
245.5,M,1.1163,-0.20899,-0.09350499999999999,3,-46.0,1.804,921.75,3
245.6,M,0.8934799999999999,-0.14009000000000002,-0.17332999999999998,3,-46.0,0.69796,923.25,3
245.75,M,0.92865,-0.16305999999999998,-0.18473,3,-46.0,0.6764899999999999,923.25,3
245.85,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-47.0,5.8061,924.75,3
245.88,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-47.0,5.8184,924.75,3
246.0,M,0.9990100000000001,-0.14009000000000002,-0.13912,3,-47.0,5.8092,924.75,3
246.1,M,0.9990100000000001,-0.14009000000000002,-0.13912,3,-46.0,1.4251,922.25,3
246.13,M,0.9052,-0.14009000000000002,-0.17332999999999998,3,-46.0,1.4143,922.25,3
246.25,M,0.9052,-0.14009000000000002,-0.17332999999999998,1,-65.0,0.26384,925.75,3
246.33,M,0.9052,-0.14009000000000002,-0.17332999999999998,3,-48.0,5.1649,925.75,3
246.5,M,0.9052,-0.14009000000000002,-0.17332999999999998,1,-62.0,5.2616,923.75,3
246.58,M,0.9052,-0.14009000000000002,-0.17332999999999998,3,-46.5,0.25464000000000003,923.75,3
246.63,M,0.8934799999999999,-0.15158,-0.18473,1,-62.5,6.2004,922.75,3
246.75,M,0.8934799999999999,-0.15158,-0.18473,3,-46.0,1.0232,922.75,3
246.85,M,0.9052,-0.12861,-0.17332999999999998,3,-46.5,2.1292,921.25,3
247.0,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-46.5,2.1307,921.25,3
247.1,M,0.92865,-0.15158,-0.16192,1,-64.0,0.7025600000000001,925.25,3
247.25,M,0.92865,-0.15158,-0.16192,1,-64.0,4.941,920.75,3
247.35,M,0.92865,-0.15158,-0.16192,1,-64.0,4.9624,920.75,3
247.5,M,0.92865,-0.15158,-0.16192,3,-46.5,6.1651,924.25,3
247.58,M,0.9169299999999999,-0.14009000000000002,-0.17332999999999998,3,-46.5,6.1881,924.25,3
247.63,M,0.9169299999999999,-0.14009000000000002,-0.17332999999999998,3,-46.5,6.2019,924.25,3
247.75,M,0.9052,-0.15158,-0.17332999999999998,3,-48.0,2.8931,920.25,3
247.83,M,0.9052,-0.15158,-0.17332999999999998,3,-48.0,2.8992,920.25,3
247.88,M,0.9052,-0.15158,-0.17332999999999998,3,-48.0,2.8885,920.25,3
247.93,M,0.9169299999999999,-0.14009000000000002,-0.16192,1,-63.5,1.0247,921.75,3
248.0,M,0.9169299999999999,-0.14009000000000002,-0.16192,3,-46.0,1.8254,921.75,3
248.08,M,0.8934799999999999,-0.12861,-0.16192,3,-46.0,0.68416,923.25,3
248.25,M,0.8934799999999999,-0.12861,-0.15052000000000001,3,-46.0,0.69796,923.25,3
248.33,M,0.8934799999999999,-0.15158,-0.17332999999999998,1,-63.0,4.4194,924.75,3
248.5,M,0.8934799999999999,-0.15158,-0.17332999999999998,1,-63.0,4.3918,924.75,3
248.6,M,0.8934799999999999,-0.15158,-0.17332999999999998,3,-46.0,1.3898,922.25,3
248.65,M,0.9052,-0.12861,-0.17332999999999998,1,-63.0,0.48473999999999995,922.25,3
248.75,M,0.9052,-0.12861,-0.17332999999999998,3,-47.5,5.1327,925.75,3
248.83,M,0.9052,-0.12861,-0.17332999999999998,3,-47.5,5.1419,925.75,3
249.0,M,0.9872799999999999,-0.14009000000000002,-0.15052000000000001,1,-62.0,5.2815,923.75,3
249.1,M,0.9872799999999999,-0.14009000000000002,-0.15052000000000001,3,-46.0,1.0063,922.75,3
249.13,M,0.8934799999999999,-0.15158,-0.18473,3,-46.0,1.0170000000000001,922.75,3
249.25,M,0.9052,-0.17454,-0.19613,1,-62.5,6.2402,922.75,3
249.35,M,0.9052,-0.17454,-0.19613,1,-63.5,1.3637,921.25,3
249.5,M,0.9052,-0.17454,-0.19613,1,-63.5,0.7179,925.25,3
249.75,M,0.9052,-0.17454,-0.19613,3,-47.0,2.4513,920.75,3
249.83,M,0.8934799999999999,-0.15158,-0.19613,1,-64.0,1.7518,920.75,3
249.88,M,0.8934799999999999,-0.15158,-0.19613,3,-46.5,6.1144,924.25,3
250.0,M,0.9052,-0.14009000000000002,-0.18473,3,-46.5,6.1098,924.25,3
250.1,M,0.9052,-0.15158,-0.17332999999999998,3,-46.5,6.1129,924.25,3
250.25,M,0.9169299999999999,-0.16305999999999998,-0.19613,3,-48.0,2.7826,920.25,3
250.35,M,1.2101,-0.27789,-0.047893,3,-46.0,1.7242,921.75,3
250.5,M,0.8934799999999999,-0.16305999999999998,-0.19613,3,-46.0,1.7089,921.75,3
250.6,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-46.0,0.54456,923.25,3
250.63,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-46.5,0.48933999999999994,923.25,3
250.75,M,0.9052,-0.16305999999999998,-0.17332999999999998,3,-47.0,5.5269,924.75,3
250.85,M,0.96383,-0.16305999999999998,-0.17332999999999998,1,-60.5,0.948,924.75,3
251.0,M,0.96383,-0.16305999999999998,-0.17332999999999998,3,-46.5,1.1152,922.25,3
251.1,M,0.9052,-0.12861,-0.17332999999999998,3,-46.5,1.1198,922.25,3
251.13,M,0.9052,-0.12861,-0.17332999999999998,3,-48.0,4.8658,925.75,3
251.25,M,0.8934799999999999,-0.15158,-0.17332999999999998,1,-61.5,6.2694,925.75,3
251.33,M,0.8934799999999999,-0.15158,-0.17332999999999998,3,-47.0,0.013806,923.75,3
251.5,M,0.9052,-0.12861,-0.17332999999999998,3,-47.0,0.013806,923.75,3
251.6,M,0.9052,-0.12861,-0.17332999999999998,3,-46.5,0.80994,922.75,3
251.65,M,0.9403799999999999,-0.14009000000000002,-0.16192,1,-60.5,6.0178,922.75,3
251.75,M,0.9403799999999999,-0.14009000000000002,-0.16192,3,-47.0,1.8515,921.25,3
251.83,M,0.9052,-0.12861,-0.17332999999999998,3,-47.0,1.8408,921.25,3
251.88,M,0.9052,-0.12861,-0.17332999999999998,3,-47.0,1.8484,921.25,3
252.0,M,1.2921,-0.30086,-0.025087,1,-61.5,0.46633,925.25,3
252.25,M,1.2921,-0.30086,-0.025087,3,-47.5,2.1783,920.75,3
252.35,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-48.0,2.1721,920.75,3
252.4,M,0.9169299999999999,-0.15158,-0.19613,1,-60.0,1.4097,924.25,3
252.5,M,0.9169299999999999,-0.15158,-0.19613,3,-48.5,2.4881,920.25,3
252.75,M,0.9872799999999999,-0.12861,-0.17332999999999998,3,-48.5,2.4912,920.25,3
252.83,M,0.9169299999999999,-0.15158,-0.18473,1,-61.5,0.65501,921.75,3
252.88,M,0.9169299999999999,-0.15158,-0.18473,3,-46.5,0.33594,923.25,3
253.0,M,0.9052,-0.14009000000000002,-0.18473,3,-46.5,0.34054,923.25,3
253.1,M,0.9169299999999999,-0.15158,-0.19613,1,-60.5,5.4855,923.25,3
253.25,M,0.9169299999999999,-0.15158,-0.19613,3,-47.5,5.4932,924.75,3
253.33,M,0.9169299999999999,-0.15158,-0.19613,3,-47.0,5.5039,924.75,3
253.38,M,1.0342,-0.17454,-0.12771,3,-46.5,1.1167,922.25,3
253.5,M,0.8934799999999999,-0.15158,-0.20754,3,-46.5,1.1059999999999999,922.25,3
253.6,M,0.9052,-0.15158,-0.19613,3,-48.0,4.8765,925.75,3
253.63,M,0.9052,-0.15158,-0.19613,3,-48.0,4.8796,925.75,3
253.75,M,0.9052,-0.15158,-0.19613,3,-48.0,4.8765,925.75,3
253.85,M,0.9052,-0.15158,-0.18473,3,-46.5,6.2464,923.75,3
253.9,M,0.9169299999999999,-0.15158,-0.17332999999999998,3,-46.5,6.2494,923.75,3
254.0,M,0.9052,-0.15158,-0.18473,1,-61.0,5.9917,922.75,3
254.1,M,0.9052,-0.15158,-0.18473,3,-46.5,0.76852,922.75,3
254.13,M,0.8934799999999999,-0.14009000000000002,-0.18473,1,-62.0,1.1183,921.25,3
254.25,M,0.8934799999999999,-0.14009000000000002,-0.18473,3,-47.0,1.8592,921.25,3
254.5,M,0.9169299999999999,-0.12861,-0.17332999999999998,1,-61.5,0.4648,925.25,3
254.6,M,0.9169299999999999,-0.12861,-0.17332999999999998,3,-47.5,2.1951,920.75,3
254.75,M,0.9052,-0.14009000000000002,-0.17332999999999998,1,-62.5,4.7109,920.75,3
254.85,M,0.9052,-0.14009000000000002,-0.17332999999999998,1,-60.5,1.4711,924.25,3
254.88,M,0.9052,-0.14009000000000002,-0.17332999999999998,3,-47.0,5.8629,924.25,3
255.0,M,0.88175,-0.12861,-0.17332999999999998,3,-48.0,2.5127,920.25,3
255.25,M,1.1749,-0.24344000000000002,-0.082102,1,-62.0,0.632,921.75,3
255.35,M,1.1749,-0.24344000000000002,-0.082102,3,-46.5,1.4527,921.75,3
255.4,M,0.8934799999999999,-0.14009000000000002,-0.19613,3,-46.5,0.30373,923.25,3
255.5,M,0.9052,-0.15158,-0.19613,3,-46.5,0.29913,923.25,3
255.6,M,0.9052,-0.15158,-0.18473,1,-61.0,0.9203899999999999,924.75,3
255.75,M,0.9052,-0.15158,-0.18473,3,-47.0,5.4625,924.75,3
255.83,M,0.9052,-0.15158,-0.18473,3,-47.0,5.461,924.75,3
255.88,M,0.97555,-0.12861,-0.17332999999999998,1,-61.5,0.12732000000000002,922.25,3
256.0,M,0.97555,-0.12861,-0.17332999999999998,3,-48.0,4.8152,925.75,3
256.1,M,0.97555,-0.14009000000000002,-0.17332999999999998,3,-48.0,4.8305,925.75,3
256.25,M,0.8934799999999999,-0.12861,-0.18473,1,-60.5,1.8530000000000002,923.75,3
256.35,M,0.8934799999999999,-0.12861,-0.18473,3,-46.5,0.6995,922.75,3
256.5,M,0.8934799999999999,-0.15158,-0.19613,3,-46.5,0.68109,922.75,3
256.57,M,0.8934799999999999,-0.15158,-0.19613,3,-46.5,0.69489,922.75,3
256.63,M,0.9169299999999999,-0.14009000000000002,-0.17332999999999998,1,-62.5,1.0523,921.25,3
256.75,M,0.9169299999999999,-0.14009000000000002,-0.17332999999999998,1,-62.0,0.40957,925.25,3
256.85,M,0.9169299999999999,-0.14009000000000002,-0.17332999999999998,3,-47.5,5.1235,925.25,3
257.0,M,0.8934799999999999,-0.12861,-0.19613,3,-47.5,2.1292,920.75,3
257.1,M,0.8934799999999999,-0.12861,-0.19613,3,-47.5,2.1368,920.75,3
257.15,M,0.8934799999999999,-0.12861,-0.19613,3,-47.5,2.1476,920.75,3
